name	begin	length	end	BLAST result	BLAST score	refseq	reverse complement	phylo-major result	phylo-major support	phylo-minor result	phylo-minor support
MF444080.1	-56	7149	7096	Hepeviridae Orthohepevirus A	82.60779	NC_001434	false	HEV3	100.0	HEV3l (p)	100.0
MF444079.1	-59	7215	7156	Hepeviridae Orthohepevirus A	82.52727	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444078.1	-142	7273	7132	Hepeviridae Orthohepevirus A	82.72652	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444077.1	-56	7235	7182	Hepeviridae Orthohepevirus A	84.894325	NC_001434	false	HEV3	100.0	HEV3h	100.0
MF444076.1	-131	7268	7140	Hepeviridae Orthohepevirus A	82.8335	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444075.1	-56	7211	7158	Hepeviridae Orthohepevirus A	82.42937	NC_001434	false	HEV3	100.0	HEV3f	90.0
MF444074.1	-111	7205	7096	Hepeviridae Orthohepevirus A	83.28698	NC_001434	false	HEV3ra	100.0		
MF444073.1	-138	7294	7159	Hepeviridae Orthohepevirus A	83.298836	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444072.1	-48	7233	7186	Hepeviridae Orthohepevirus A	84.85726	NC_001434	false	HEV3	100.0	HEV3c	100.0
MF444071.1	-57	7141	7087	Hepeviridae Orthohepevirus A	85.25481	NC_001434	false	HEV3	100.0	HEV3c	100.0
MF444070.1	-146	7259	7116	Hepeviridae Orthohepevirus A	83.18107	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444069.1	-131	7285	7157	Hepeviridae Orthohepevirus A	83.13427	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444068.1	-125	7278	7156	Hepeviridae Orthohepevirus A	82.77423	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444067.1	-39	7153	7117	Hepeviridae Orthohepevirus A	82.33471	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444066.1	-127	7278	7154	Hepeviridae Orthohepevirus A	83.10964	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444065.1	-41	7181	7143	Hepeviridae Orthohepevirus A	85.04035	NC_001434	false	HEV3	100.0	HEV3c	100.0
MF444064.1	-30	7162	7135	Hepeviridae Orthohepevirus A	84.74892	NC_001434	false	HEV3	100.0	HEV3c	100.0
MF444063.1	-57	7120	7066	Hepeviridae Orthohepevirus A	84.731544	NC_001434	false	HEV3	100.0	HEV3c	100.0
MF444062.1	-35	7131	7099	Hepeviridae Orthohepevirus A	82.68669	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444061.1	-128	7254	7129	Hepeviridae Orthohepevirus A	82.815094	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444060.1	-147	7231	7087	Hepeviridae Orthohepevirus A	81.026924	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444059.1	-145	7267	7123	Hepeviridae Orthohepevirus A	82.67133	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444058.1	-126	7432	7306	Hepeviridae Orthohepevirus A	82.82183	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444057.1	-121	7274	7156	Hepeviridae Orthohepevirus A	82.816376	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444056.1	-37	7178	7143	Hepeviridae Orthohepevirus A	84.76506	NC_001434	false	HEV3	100.0	HEV3h	100.0
MF444055.1	-147	7319	7175	Hepeviridae Orthohepevirus A	82.9651	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444054.1	-147	7346	7195	Hepeviridae Orthohepevirus A	82.95244	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444053.1	-33	7142	7112	Hepeviridae Orthohepevirus A	82.18439	NC_001434	false	HEV3	100.0	HEV3f	98.0
MF444052.1	-41	7189	7148	Hepeviridae Orthohepevirus A	82.213936	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444051.1	-125	7258	7136	Hepeviridae Orthohepevirus A	82.58171	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444050.1	-125	7316	7188	Hepeviridae Orthohepevirus A	82.75791	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444049.1	-57	7194	7140	Hepeviridae Orthohepevirus A	84.601074	NC_001434	false	HEV3	100.0	HEV3c	100.0
MF444048.1	-130	7288	7161	Hepeviridae Orthohepevirus A	83.33678	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444047.1	-144	7299	7158	Hepeviridae Orthohepevirus A	82.9183	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444046.1	-55	7177	7125	Hepeviridae Orthohepevirus A	83.25052	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444045.1	-143	7304	7164	Hepeviridae Orthohepevirus A	82.66337	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444044.1	-57	7141	7087	Hepeviridae Orthohepevirus A	85.06683	NC_001434	false	HEV3	100.0	HEV3c	100.0
MF444043.1	-39	7229	7190	Hepeviridae Orthohepevirus A	85.33305	NC_001434	false	HEV3	100.0	HEV3c	100.0
MF444042.1	-53	7219	7168	Hepeviridae Orthohepevirus A	85.03514	NC_001434	false	HEV3	100.0	HEV3c	100.0
MF444041.1	-128	7282	7155	Hepeviridae Orthohepevirus A	82.829956	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444040.1	-128	7243	7118	Hepeviridae Orthohepevirus A	83.347176	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444039.1	-128	7253	7128	Hepeviridae Orthohepevirus A	82.66694	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444038.1	-130	7290	7163	Hepeviridae Orthohepevirus A	82.96342	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444037.1	-57	7220	7165	Hepeviridae Orthohepevirus A	84.97205	NC_001434	false	HEV3	100.0	HEV3h	100.0
MF444036.1	-127	7277	7152	Hepeviridae Orthohepevirus A	83.15398	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444035.1	-143	7267	7125	Hepeviridae Orthohepevirus A	82.96251	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444034.1	-125	7365	7241	Hepeviridae Orthohepevirus A	82.72652	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444032.1	-43	7197	7157	Hepeviridae Orthohepevirus A	82.3602	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444031.1	-49	7133	7087	Hepeviridae Orthohepevirus A	84.586464	NC_001434	false	HEV3	100.0	HEV3c	100.0
MF444030.1	-56	7235	7180	Hepeviridae Orthohepevirus A	85.749535	NC_001434	false	HEV3	100.0	HEV3r (p)	100.0
MF444029.1	-42	7227	7188	Hepeviridae Orthohepevirus A	82.36858	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444028.1	-37	7227	7188	Hepeviridae Orthohepevirus A	81.993835	NC_001434	false	HEV3	100.0	HEV3f	100.0
MF444027.1	-133	7320	7185	Hepeviridae Orthohepevirus A	82.89474	NC_001434	false	HEV3	100.0	HEV3f	100.0
LC439299.1	-52	7239	7184	Hepeviridae Orthohepevirus A	88.102104	NC_001434	false	HEV3	100.0	HEV3b	100.0
MH729812.1	37	6799	6836	Hepeviridae Orthohepevirus C	76.86107	GU345042	false				
MH729811.1	40	6790	6827	Hepeviridae Orthohepevirus C	86.23786	GU345042	false				
MH729810.1	52	6692	6738	Hepeviridae Orthohepevirus C	84.870735	GU345042	false				
MH377727.1	-80	7288	7206	Hepeviridae Orthohepevirus A	84.626526	NC_001434	false	HEV3	100.0	HEV3c	100.0
MH377726.1	-83	7291	7205	Hepeviridae Orthohepevirus A	82.92181	NC_001434	false	HEV3	100.0	HEV3f	100.0
MH377725.1	-80	7288	7208	Hepeviridae Orthohepevirus A	82.8193	NC_001434	false	HEV3	100.0	Could not assign	
MH377724.1	-83	7291	7211	Hepeviridae Orthohepevirus A	82.38941	NC_001434	false	HEV3	100.0	HEV3e	100.0
MH377723.1	-80	7288	7208	Hepeviridae Orthohepevirus A	84.766426	NC_001434	false	HEV3	100.0	HEV3c	100.0
MH377722.1	-80	7287	7210	Hepeviridae Orthohepevirus A	84.94312	NC_001434	false	HEV3	100.0	HEV3c	100.0
MH377721.1	-80	7288	7205	Hepeviridae Orthohepevirus A	85.32148	NC_001434	false	HEV3	100.0	HEV3i	100.0
MH184584.1	-52	7219	7168	Hepeviridae Orthohepevirus A	82.37968	NC_001434	false	HEV3	100.0	HEV3e	100.0
MH184583.1	-52	7160	7111	Hepeviridae Orthohepevirus A	81.74834	NC_001434	false	HEV3	100.0	HEV3e	100.0
MH184582.1	-47	7159	7115	Hepeviridae Orthohepevirus A	82.80017	NC_001434	false	HEV3	100.0	HEV3e	100.0
MH184581.1	-140	7327	7188	Hepeviridae Orthohepevirus A	82.83938	NC_001434	false	HEV3	100.0	HEV3e	100.0
MH184580.1	-137	7310	7174	Hepeviridae Orthohepevirus A	82.49897	NC_001434	false	HEV3	100.0	HEV3e	100.0
MH184579.1	-56	7187	7134	Hepeviridae Orthohepevirus A	82.20935	NC_001434	false	HEV3	100.0	HEV3e	100.0
LC386855.1	-52	7230	7178	Hepeviridae Orthohepevirus A	88.33264	NC_001434	false	HEV3	100.0	HEV3b	100.0
MG813927.1	18	6942	6961	Hepeviridae Orthohepevirus C	78.27195	GU345042	false				
MH809516.1	-18	7214	7197	Hepeviridae Orthohepevirus A	83.32869	NC_001434	false	HEV2	100.0	HEV2b	100.0
MH918640.1	-12	7202	7190	Hepeviridae Orthohepevirus A	88.354256	NC_001434	false	HEV1	100.0	HEV1e	100.0
MG783571.1	-18	7208	7188	Hepeviridae Orthohepevirus A	81.651184	NC_001434	false	HEV3	100.0	Could not assign	
MG783570.1	-54	7239	7186	Hepeviridae Orthohepevirus A	85.08754	NC_001434	false	HEV3	100.0	HEV3c	100.0
MG783569.1	-52	7237	7186	Hepeviridae Orthohepevirus A	84.88779	NC_001434	false	HEV3	100.0	HEV3c	100.0
MF959765.1	-50	7229	7178	Hepeviridae Orthohepevirus A	85.6849	NC_001434	false	HEV3	100.0	HEV3u (p)	100.0
MF959764.1	-27	7206	7180	Hepeviridae Orthohepevirus A	85.12652	NC_001434	false	HEV3	100.0	HEV3t (p)	100.0
MG833836.1	-65	7251	7183	Hepeviridae Orthohepevirus A	90.50791	NC_001434	false	HEV3	100.0	HEV3a	100.0
NC_001434.1	0	7176	7176	Hepeviridae Orthohepevirus A	100.0	NC_001434	false	HEV1	100.0	HEV1b	100.0
MG737712.1	-35	6788	6759	Hepeviridae Orthohepevirus B	66.35648	NC_023425	false				
KY766999.1	-27	7130	7106	Hepeviridae Orthohepevirus A	84.01679	NC_001434	false	HEV3	100.0	HEV3o (p)	100.0
MH074880.1	-22	7208	7186	Hepeviridae Orthohepevirus A	92.022316	NC_001434	false	HEV1	100.0	HEV1f	100.0
LC225389.1	-18	6988	6970	Hepeviridae Orthohepevirus C	76.79454	GU345042	false				
LC225388.1	-18	6988	6968	Hepeviridae Orthohepevirus C	77.83696	GU345042	false				
MF480298.1	-104	7283	7178	Hepeviridae Orthohepevirus A	82.690186	NC_001434	false	HEV3ra	100.0		
MF480297.1	-109	7302	7192	Hepeviridae Orthohepevirus A	83.09531	NC_001434	false	HEV3ra	100.0		
KX172133.1	-52	7237	7186	Hepeviridae Orthohepevirus A	85.06694	NC_001434	false	HEV3	100.0	HEV3c	100.0
KU980235.1	-55	7250	7196	Hepeviridae Orthohepevirus A	82.887146	NC_001434	false	HEV3	100.0	HEV3l (p)	100.0
MG211751.1	-109	7291	7182	Hepeviridae Orthohepevirus A	81.19764	NC_001434	false	HEV3ra	100.0		
MG211750.1	-88	7247	7159	Hepeviridae Orthohepevirus A	81.043045	NC_001434	false	HEV3ra	100.0		
MG674164.1	-27	7130	7106	Hepeviridae Orthohepevirus A	84.96256	NC_001434	false	HEV3	100.0	HEV3o (p)	100.0
LC225387.1	-22	7212	7190	Hepeviridae Orthohepevirus A	91.450485	NC_001434	false	HEV1	100.0	HEV1g (p)	100.0
MG573193.1	-50	7242	7193	Hepeviridae Orthohepevirus A	85.66108	NC_001434	false	HEV3	100.0	HEV3s (p)	100.0
MF567575.1	-36	7134	7097	Hepeviridae Orthohepevirus A	93.65012	NC_001434	false	HEV4	100.0	HEV4a	100.0
KY929404.1	-65	7264	7194	Hepeviridae Orthohepevirus A	83.39779	NC_001434	false	HEV4	100.0	HEV4h	100.0
KY929403.1	-65	7264	7194	Hepeviridae Orthohepevirus A	83.35635	NC_001434	false	HEV4	100.0	HEV4h	100.0
KY436507.1	-24	7195	7171	Hepeviridae Orthohepevirus A	91.22855	NC_001434	false	HEV1	100.0	HEV1g (p)	100.0
KY436506.1	-24	7195	7171	Hepeviridae Orthohepevirus A	91.42379	NC_001434	false	HEV1	100.0	HEV1g (p)	100.0
KY436505.1	-24	7195	7171	Hepeviridae Orthohepevirus A	91.34012	NC_001434	false	HEV1	100.0	HEV1g (p)	100.0
LC164712.1	-117	7306	7186	Hepeviridae Orthohepevirus A	83.21003	NC_001434	false	HEV3	100.0	HEV3f	100.0
KY232313.1	-40	7235	7193	Hepeviridae Orthohepevirus A	82.81603	NC_001434	false	HEV3	100.0	HEV3f	100.0
KY232312.1	-40	7235	7193	Hepeviridae Orthohepevirus A	82.85715	NC_001434	false	HEV3	100.0	HEV3f	100.0
LC314158.1	-22	7212	7190	Hepeviridae Orthohepevirus A	91.33891	NC_001434	false	HEV1	100.0	HEV1g (p)	100.0
LC314157.1	-22	7212	7190	Hepeviridae Orthohepevirus A	91.46444	NC_001434	false	HEV1	100.0	HEV1g (p)	100.0
LC314156.1	-22	7212	7190	Hepeviridae Orthohepevirus A	91.31102	NC_001434	false	HEV1	100.0	HEV1g (p)	100.0
LC314155.1	-22	7212	7190	Hepeviridae Orthohepevirus A	91.562065	NC_001434	false	HEV1	100.0	HEV1g (p)	100.0
LC260517.1	-52	7242	7191	Hepeviridae Orthohepevirus A	85.353745	NC_001434	false	HEV3	100.0	HEV3v (p)	100.0
KX827238.1	-64	7255	7186	Hepeviridae Orthohepevirus A	84.48895	NC_001434	false	HEV4	100.0	HEV4d	100.0
KT581448.1	-142	7317	7171	Hepeviridae Orthohepevirus A	82.90528	NC_001434	false	HEV3	100.0	HEV3f	100.0
KT581447.1	-42	7186	7147	Hepeviridae Orthohepevirus A	82.58799	NC_001434	false	HEV3	100.0	HEV3l (p)	100.0
KT581446.1	-55	7200	7147	Hepeviridae Orthohepevirus A	82.99545	NC_001434	false	HEV3	100.0	HEV3l (p)	100.0
KT581445.1	-55	7227	7173	Hepeviridae Orthohepevirus A	82.02224	NC_001434	false	HEV3	100.0	HEV3l (p)	100.0
KT581444.1	-55	7225	7171	Hepeviridae Orthohepevirus A	82.462296	NC_001434	false	HEV3	100.0	HEV3l (p)	100.0
KT581443.1	-42	7214	7173	Hepeviridae Orthohepevirus A	82.753624	NC_001434	false	HEV3	100.0	HEV3l (p)	100.0
MF346773.1	-52	7244	7193	Hepeviridae Orthohepevirus A	85.6197	NC_001434	false	HEV3	100.0	HEV3s (p)	100.0
MF346772.1	-52	7244	7193	Hepeviridae Orthohepevirus A	85.72315	NC_001434	false	HEV3	100.0	HEV3s (p)	100.0
KR905549.1	324	6609	6933	Hepeviridae Orthohepevirus A	60.591827	NC_001434	false	Could not assign			
KX574712.1	-77	7264	7184	Hepeviridae Orthohepevirus A	90.61677	NC_001434	false	HEV3	100.0	HEV3a	100.0
LC176493.1	-52	7235	7181	Hepeviridae Orthohepevirus A	87.595146	NC_001434	false	HEV3	100.0	HEV3n (p)	100.0
LC176492.1	-52	7235	7181	Hepeviridae Orthohepevirus A	87.615715	NC_001434	false	HEV3	100.0	HEV3n (p)	100.0
KY496200.1	-107	7300	7193	Hepeviridae Orthohepevirus A	85.2727	NC_001434	false	HEV3ra	100.0		
KY780957.1	-52	7244	7193	Hepeviridae Orthohepevirus A	84.9208	NC_001434	false	HEV3	100.0	HEV3s (p)	100.0
KX981911.1	-74	7319	7242	Hepeviridae Orthohepevirus A	89.91958	NC_001434	false	HEV3	100.0	HEV3a	100.0
KX531115.1	-64	7252	7183	Hepeviridae Orthohepevirus A	84.13203	NC_001434	false	HEV4	100.0	HEV4d	100.0
LF848974.1	-70	7256	7183	Hepeviridae Orthohepevirus A	91.51061	NC_001434	false	HEV3	100.0	HEV3a	100.0
KU176132.1	-37	7213	7178	Hepeviridae Orthohepevirus A	85.2856	NC_001434	false	HEV3	100.0	HEV3h	100.0
KU176131.1	-37	7219	7184	Hepeviridae Orthohepevirus A	84.75798	NC_001434	false	HEV3	100.0	HEV3h	100.0
KU176130.1	-37	7205	7171	Hepeviridae Orthohepevirus A	85.33361	NC_001434	false	HEV3	100.0	HEV3r (p)	100.0
KU176129.1	-37	7211	7174	Hepeviridae Orthohepevirus A	84.76249	NC_001434	false	HEV3	100.0	HEV3c	100.0
KX387867.1	-45	7212	7170	Hepeviridae Orthohepevirus A	78.036125	NC_001434	false	HEV7	72.0		
KX387866.1	-56	7223	7170	Hepeviridae Orthohepevirus A	77.994606	NC_001434	false	HEV7	75.0		
KX578717.1	9	7159	7168	Hepeviridae Orthohepevirus A	99.53904	NC_001434	false	HEV2	100.0	HEV2a	100.0
KX589065.1	-78	6660	6585	Hepeviridae Orthohepevirus B	65.73147	NC_023425	false				
LC145325.1	-18	6984	6968	Hepeviridae Orthohepevirus C	77.57183	GU345042	false				
LC131066.1	-52	7238	7184	Hepeviridae Orthohepevirus A	87.95801	NC_001434	false	HEV3	100.0	HEV3n (p)	100.0
LC057248.1	133	6852	6989	Hepeviridae Orthohepevirus C	82.316185	GU345042	false				
LC061267.1	-23	7224	7201	Hepeviridae Orthohepevirus A	91.79802	NC_001434	false	HEV1	100.0	HEV1a	100.0
LC126332.1	-52	7246	7197	Hepeviridae Orthohepevirus A	88.385506	NC_001434	false	HEV3	100.0	HEV3b	100.0
LC126331.1	-52	7246	7197	Hepeviridae Orthohepevirus A	88.344315	NC_001434	false	HEV3	100.0	HEV3b	100.0
KX227751.1	-109	7302	7192	Hepeviridae Orthohepevirus A	91.12881	NC_001434	false	HEV3ra	100.0		
AH006999.2	844	6391	7235	Hepeviridae Orthohepevirus A	93.114075	NC_001434	false	HEV1	100.0	HEV1a	100.0
AF060668.1	-12	7202	7187	Hepeviridae Orthohepevirus A	91.89793	NC_001434	false	HEV3	100.0	HEV3a	100.0
HM055578.1	-3	7189	7187	Hepeviridae Orthohepevirus A	82.4547	NC_001434	false	HEV3	100.0	HEV3e	100.0
AY204877.1	17	7170	7187	Hepeviridae Orthohepevirus A	89.76653	NC_001434	false	HEV1	100.0	HEV1e	100.0
FJ998015.1	3	7153	7157	Hepeviridae Orthohepevirus A	82.56824	NC_001434	false	HEV3	100.0	HEV3e	100.0
KX462160.1	-5	7216	7206	Hepeviridae Orthohepevirus A	84.944466	NC_001434	false	HEV3	100.0	HEV3c	100.0
KT159771.1	7	7251	7259	Hepeviridae Orthohepevirus A	84.90643	NC_001434	false	HEV3	100.0	HEV3c	100.0
KP294371.1	-79	7267	7188	Hepeviridae Orthohepevirus A	85.054855	NC_001434	false	HEV3	100.0	HEV3q (p)	100.0
AF185822.1	27	7143	7170	Hepeviridae Orthohepevirus A	93.23814	NC_001434	false	HEV1	100.0	HEV1a	100.0
KU747142.1	7	7159	7167	Hepeviridae Orthohepevirus A	82.866554	NC_001434	false	HEV3	100.0	HEV3l (p)	100.0
KU747141.1	6	7163	7170	Hepeviridae Orthohepevirus A	82.95807	NC_001434	false	HEV3	100.0	HEV3l (p)	100.0
KT591534.1	-303	7393	7093	Hepeviridae Orthohepevirus A	82.20091	NC_001434	false	HEV3	100.0	HEV3f	100.0
KT591533.1	-21	7111	7093	Hepeviridae Orthohepevirus A	82.20091	NC_001434	false	HEV3	100.0	HEV3f	100.0
KT591532.1	-21	7111	7093	Hepeviridae Orthohepevirus A	82.3885	NC_001434	false	HEV3	100.0	HEV3f	100.0
KU670940.1	-22	7033	7005	Hepeviridae Orthohepevirus C	63.339733	GU345042	false				
KU356189.1	-65	7264	7194	Hepeviridae Orthohepevirus A	83.32873	NC_001434	false	HEV4	100.0	HEV4h	100.0
KU356188.1	-65	7264	7194	Hepeviridae Orthohepevirus A	83.49448	NC_001434	false	HEV4	100.0	HEV4h	100.0
KU356187.1	-65	7264	7194	Hepeviridae Orthohepevirus A	83.411606	NC_001434	false	HEV4	100.0	HEV4h	100.0
KU356186.1	-65	7264	7194	Hepeviridae Orthohepevirus A	83.39779	NC_001434	false	HEV4	100.0	HEV4h	100.0
KU356185.1	-65	7264	7194	Hepeviridae Orthohepevirus A	83.46685	NC_001434	false	HEV4	100.0	HEV4h	100.0
KU356184.1	-65	7264	7194	Hepeviridae Orthohepevirus A	83.425415	NC_001434	false	HEV4	100.0	HEV4h	100.0
KU356183.1	-65	7264	7194	Hepeviridae Orthohepevirus A	83.439224	NC_001434	false	HEV4	100.0	HEV4h	100.0
KU356182.1	-65	7264	7194	Hepeviridae Orthohepevirus A	83.49448	NC_001434	false	HEV4	100.0	HEV4h	100.0
KT727028.1	-74	7284	7207	Hepeviridae Orthohepevirus A	90.0305	NC_001434	false	HEV3	100.0	HEV3a	100.0
LC037955.1	-61	7258	7196	Hepeviridae Orthohepevirus A	90.39657	NC_001434	false	HEV4	100.0	HEV4a	100.0
KT447528.1	-67	7257	7186	Hepeviridae Orthohepevirus A	93.13072	NC_001434	false	HEV3	100.0	HEV3a	100.0
KT447527.1	-59	7258	7200	Hepeviridae Orthohepevirus A	82.896095	NC_001434	false	HEV3	100.0	HEV3l (p)	100.0
KT447526.1	-67	7257	7186	Hepeviridae Orthohepevirus A	92.880936	NC_001434	false	HEV3	100.0	HEV3a	100.0
KU513561.1	-27	7083	7059	Hepeviridae Orthohepevirus A	85.42323	NC_001434	false	HEV3	100.0	HEV3r (p)	100.0
KM253769.1	-48	7252	7199	Hepeviridae Orthohepevirus A	83.98394	NC_001434	false	HEV4	100.0	HEV4h	100.0
KT818608.1	-52	7224	7174	Hepeviridae Orthohepevirus A	82.86505	NC_001434	false	HEV7	100.0		
KT633715.1	-52	7246	7194	Hepeviridae Orthohepevirus A	84.98474	NC_001434	false	HEV3	100.0	HEV3b	100.0
LC055973.1	-117	7306	7185	Hepeviridae Orthohepevirus A	83.17219	NC_001434	false	HEV3	100.0	HEV3f	100.0
LC055972.1	-143	7336	7191	Hepeviridae Orthohepevirus A	82.93936	NC_001434	false	HEV3	100.0	HEV3f	100.0
KR872417.1	-65	7264	7194	Hepeviridae Orthohepevirus A	83.31492	NC_001434	false	HEV4	100.0	HEV4h	100.0
KR872416.1	-65	7264	7194	Hepeviridae Orthohepevirus A	83.45304	NC_001434	false	HEV4	100.0	HEV4h	100.0
KR872415.1	-65	7264	7194	Hepeviridae Orthohepevirus A	83.31492	NC_001434	false	HEV4	100.0	HEV4h	100.0
KR872414.1	-65	7264	7194	Hepeviridae Orthohepevirus A	83.45304	NC_001434	false	HEV4	100.0	HEV4h	100.0
KP698919.1	-40	7195	7158	Hepeviridae Orthohepevirus A	82.277435	NC_001434	false	HEV3	100.0	HEV3e	100.0
LC042232.1	-33	7222	7185	Hepeviridae Orthohepevirus A	84.51407	NC_001434	false	HEV4	100.0	HEV4b	100.0
LC022745.1	-64	7252	7184	Hepeviridae Orthohepevirus A	83.975685	NC_001434	false	HEV4	100.0	HEV4c	100.0
AB850879.1	-142	7330	7184	Hepeviridae Orthohepevirus A	82.96342	NC_001434	false	HEV3	100.0	HEV3f	100.0
KF951328.2	0	7002	7002	Hepeviridae Orthohepevirus E	100.0	KF951328	false				
KF303502.2	-39	7141	7105	Hepeviridae Orthohepevirus A	90.27155	NC_001434	false	HEV3	100.0	HEV3a	100.0
AB909125.1	-24	7214	7185	Hepeviridae Orthohepevirus A	85.90946	NC_001434	false	HEV4	100.0	HEV4i	100.0
AB909124.1	-24	7214	7185	Hepeviridae Orthohepevirus A	86.17455	NC_001434	false	HEV4	100.0	HEV4i	100.0
KC166971.1	-195	7388	7194	Hepeviridae Orthohepevirus A	83.03682	NC_001434	false	HEV3	100.0	HEV3f	100.0
KC166970.1	-120	7314	7195	Hepeviridae Orthohepevirus A	83.07819	NC_001434	false	HEV3	100.0	HEV3f	100.0
KC166969.1	-120	7313	7194	Hepeviridae Orthohepevirus A	83.098885	NC_001434	false	HEV3	100.0	HEV3f	100.0
KC166968.1	-120	7313	7191	Hepeviridae Orthohepevirus A	82.95992	NC_001434	false	HEV3	100.0	HEV3f	100.0
KC166967.1	-120	7306	7184	Hepeviridae Orthohepevirus A	82.976974	NC_001434	false	HEV3	100.0	HEV3f	100.0
KF736234.1	-58	7234	7171	Hepeviridae Orthohepevirus A	83.19049	NC_001434	false	HEV4	100.0	HEV4h	100.0
KJ701409.1	-38	7110	7075	Hepeviridae Orthohepevirus A	84.73937	NC_001434	false	HEV3	100.0	HEV3c	100.0
HW532737.1	-68	7264	7191	Hepeviridae Orthohepevirus A	91.731415	NC_001434	false	HEV3	100.0	HEV3a	100.0
HW532736.1	-239	7430	7186	Hepeviridae Orthohepevirus A	91.42799	NC_001434	false	HEV3	100.0	HEV3a	100.0
KF176351.1	-64	7249	7181	Hepeviridae Orthohepevirus A	84.155266	NC_001434	false	HEV4	100.0	HEV4d	100.0
KJ873912.1	88	6757	6848	Unassigned	40.20417	NC_001434	false				
KJ873911.1	-57	7157	7103	Hepeviridae Orthohepevirus A	74.573135	NC_001434	false	HEV3	100.0	HEV3l (p)	100.0
JQ655736.1	-62	7261	7193	Hepeviridae Orthohepevirus A	84.13422	NC_001434	false	HEV4	100.0	HEV4d	100.0
JQ655735.1	-64	7257	7188	Hepeviridae Orthohepevirus A	84.984116	NC_001434	false	HEV4	100.0	HEV4h	100.0
JQ655733.1	-63	7291	7227	Hepeviridae Orthohepevirus A	90.67092	NC_001434	false	HEV4	100.0	HEV4a	100.0
KC692453.1	-61	7301	7235	Hepeviridae Orthohepevirus A	91.83363	NC_001434	false	HEV4	100.0	HEV4a	100.0
KC163335.1	-64	7253	7184	Hepeviridae Orthohepevirus A	84.44752	NC_001434	false	HEV4	100.0	HEV4d	100.0
KJ496144.1	-51	7223	7174	Hepeviridae Orthohepevirus A	86.10188	NC_001434	false	HEV7	100.0		
KJ507956.1	-37	7225	7185	Hepeviridae Orthohepevirus A	87.793335	NC_001434	false	HEV3	100.0	HEV3b	100.0
KJ507955.1	-55	7243	7185	Hepeviridae Orthohepevirus A	91.57997	NC_001434	false	HEV3	100.0	HEV3a	100.0
KJ155502.1	-65	7264	7194	Hepeviridae Orthohepevirus A	83.508286	NC_001434	false	HEV4	100.0	HEV4h	100.0
KJ013415.1	-109	7296	7183	Hepeviridae Orthohepevirus A	76.49643	NC_001434	false	HEV3ra	100.0		
KJ013414.1	-109	7296	7183	Hepeviridae Orthohepevirus A	76.68864	NC_001434	false	HEV3ra	100.0		
KF922359.1	-8	7132	7127	Hepeviridae Orthohepevirus A	82.45033	NC_001434	false	HEV3	100.0	HEV3e	100.0
JX855794.1	-58	7233	7171	Hepeviridae Orthohepevirus A	84.500626	NC_001434	false	HEV4	100.0	HEV4b	100.0
JC087006.1	-68	7264	7191	Hepeviridae Orthohepevirus A	91.731415	NC_001434	false	HEV3	100.0	HEV3a	100.0
JC087002.1	-239	7430	7186	Hepeviridae Orthohepevirus A	91.42799	NC_001434	false	HEV3	100.0	HEV3a	100.0
AB847309.1	-12	6979	6967	Hepeviridae Orthohepevirus C	77.66761	GU345042	false				
AB847308.1	0	6965	6968	Hepeviridae Orthohepevirus C	86.39045	GU345042	false				
AB847307.1	21	6948	6968	Hepeviridae Orthohepevirus C	77.39171	GU345042	false				
AB847306.1	-15	6983	6968	Hepeviridae Orthohepevirus C	77.26535	GU345042	false				
AB847305.1	-18	6987	6968	Hepeviridae Orthohepevirus C	77.16207	GU345042	false				
